LotArea,OverallQual,ExterQual,BsmtQual,TotalBsmtSF,HeatingQC,GrLivArea,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageCond,WoodDeckSF,OpenPorchSF,MS_zoning_RL,ModernityInYears
18275,7,3,1,1438.0,3,2448,3,0,3,9,2,2.0,2,520,102,1,8
12144,4,3,1,910.0,4,1521,1,1,4,6,0,1.0,2,199,0,1,56
8544,3,3,4,0.0,2,1040,2,0,3,6,0,2.0,1,0,0,1,56
8512,5,3,1,1556.0,3,1556,2,0,3,8,0,0.0,5,0,0,1,46
7000,5,3,1,1150.0,3,1150,1,0,3,6,0,1.0,2,0,0,1,45
7400,7,3,1,1045.0,4,1045,1,0,3,6,0,2.0,2,0,0,1,44
7000,5,3,1,864.0,4,864,1,0,3,5,0,1.0,2,0,0,1,44
7000,5,3,1,1025.0,3,1025,1,0,3,6,0,0.0,5,96,80,1,44
9856,5,4,0,716.0,5,2014,2,0,3,8,0,2.0,2,0,72,0,1
9600,5,3,1,1212.0,4,1668,1,0,3,6,0,1.0,2,0,0,0,56
5520,4,3,1,1147.0,3,1657,1,0,2,9,1,1.0,1,0,0,0,26
9600,6,3,1,780.0,5,1416,1,0,4,7,0,2.0,2,0,24,0,2
6451,7,3,1,712.0,4,1428,1,0,3,7,0,2.0,2,264,0,0,36
3960,7,3,1,502.0,3,1004,1,0,4,5,1,1.0,2,280,0,0,56
7745,4,4,1,938.0,4,1951,2,0,2,9,0,2.0,2,0,6,0,56
7741,6,3,1,1032.0,4,1032,1,0,3,5,0,1.0,2,0,0,0,56
5633,5,3,1,844.0,3,844,1,0,3,5,0,1.0,2,50,81,0,56
7200,4,3,1,576.0,5,864,1,0,3,5,0,1.0,2,0,0,0,56
7614,3,3,1,738.0,4,1376,1,0,3,7,0,1.0,2,0,0,0,56
6000,5,3,1,960.0,3,960,1,0,3,5,0,2.0,2,0,0,0,51
6000,5,3,1,816.0,5,1566,1,1,4,7,0,2.0,2,24,0,0,56
7830,3,3,0,492.0,3,492,1,0,3,3,0,1.0,2,0,0,0,56
9576,6,3,0,770.0,3,1182,1,1,3,5,0,1.0,2,0,0,0,56
5747,3,3,1,798.0,4,840,1,0,2,5,0,1.0,1,112,0,0,56
6300,7,3,1,1226.0,5,2104,2,0,3,9,0,2.0,2,0,341,0,1
5976,5,3,1,624.0,4,1248,2,0,3,8,0,0.0,5,0,130,0,56
9750,5,3,1,960.0,5,960,1,0,3,5,0,2.0,2,0,0,0,48
4761,3,2,1,1020.0,2,1020,1,0,2,5,0,0.0,5,0,0,0,56
11737,6,3,1,848.0,3,1827,1,0,3,9,1,1.0,2,27,36,1,10
6120,3,4,1,728.0,5,1162,1,0,3,6,0,1.0,0,0,24,0,56
6120,5,3,1,741.0,4,1324,1,0,4,7,0,1.0,2,0,0,0,22
11672,5,3,1,816.0,3,816,1,0,3,4,0,1.0,1,168,0,1,56
33120,6,3,1,1595.0,3,2486,2,0,3,8,1,2.0,2,0,0,0,44
10320,4,3,1,596.0,1,1430,2,0,2,7,0,2.0,1,218,0,0,56
7518,5,2,0,396.0,4,1330,1,0,3,7,0,1.0,2,0,72,0,2
9000,5,3,1,610.0,5,819,1,0,4,4,0,0.0,5,0,0,0,56
7200,6,3,1,984.0,3,984,1,0,3,6,0,1.0,2,0,0,0,56
12375,5,3,1,806.0,3,1422,1,0,3,7,1,1.0,2,0,0,1,55
11136,6,3,1,1921.0,3,1921,2,0,3,8,0,2.0,2,0,180,1,42
21370,5,3,4,0.0,3,1640,1,0,3,7,1,2.0,2,0,0,1,56
8250,5,3,4,0.0,3,1032,1,0,3,6,1,1.0,2,0,0,1,56
5220,5,3,1,830.0,4,879,1,0,3,4,0,1.0,2,0,108,1,56
5500,7,3,2,1073.0,5,1073,2,0,3,4,0,1.0,2,0,120,1,2
11327,5,3,1,1064.0,3,1064,1,0,3,6,1,2.0,2,314,48,1,39
10366,6,3,1,912.0,3,934,1,0,3,4,0,1.0,2,77,0,1,42
9000,5,3,1,1059.0,4,1059,1,0,3,6,0,1.0,2,0,88,1,40
9535,5,3,1,1176.0,3,1458,1,1,3,7,1,2.0,2,284,0,1,39
7176,6,3,1,960.0,2,1040,1,0,3,6,1,2.0,2,131,0,1,28
9662,5,3,2,1967.0,3,1967,2,0,3,10,0,2.0,2,170,0,1,29
8235,5,3,1,1949.0,3,1949,2,0,3,10,0,2.0,2,32,0,1,29
17529,5,3,1,872.0,2,872,1,0,2,5,1,1.0,1,0,0,1,56
20355,7,3,2,1865.0,3,1830,1,0,3,6,2,2.0,2,0,115,1,39
13050,5,3,2,1000.0,5,1000,1,0,3,4,2,2.0,2,238,0,1,43
10820,5,3,2,782.0,5,810,1,0,3,4,0,2.0,2,0,0,1,34
1700,7,4,2,430.0,3,1700,2,1,4,7,0,1.0,2,188,36,1,25
9375,4,3,1,967.0,5,1350,1,1,3,6,1,2.0,2,237,0,1,52
6488,5,3,1,799.0,5,1150,1,0,3,6,2,1.0,2,264,0,1,56
19950,6,3,1,672.0,5,2009,2,0,3,8,2,3.0,2,0,42,1,56
19800,6,3,1,1836.0,4,3672,3,1,4,7,2,2.0,2,684,80,1,16
11679,5,3,1,1776.0,5,1560,2,0,3,6,1,2.0,2,453,253,1,44
12048,5,3,4,0.0,4,1488,1,0,3,7,1,2.0,2,0,189,1,4
10519,5,3,1,1057.0,4,1057,1,0,4,6,0,1.0,2,0,0,1,7
9525,6,3,1,1000.0,3,1609,1,1,3,7,0,1.0,2,0,0,1,53
12128,6,4,2,868.0,5,2559,2,1,5,9,1,2.0,2,0,245,1,17
9069,6,4,2,1344.0,4,1440,2,0,4,8,0,4.0,2,288,0,1,13
11003,7,4,2,1308.0,5,1876,2,1,4,7,0,3.0,2,0,40,1,0
7488,7,4,2,1208.0,5,1208,2,0,4,6,0,2.0,2,105,58,1,1
13377,6,4,2,1836.0,4,1846,2,0,4,7,1,2.0,2,0,32,1,0
11645,8,4,3,1570.0,5,1590,2,1,5,6,0,3.0,2,176,80,1,0
10984,7,4,2,945.0,5,1809,2,1,4,8,0,2.0,2,144,54,1,0
9316,7,4,2,1614.0,5,1614,2,0,4,7,1,2.0,2,100,45,1,1
9316,7,4,2,784.0,5,1596,2,1,4,6,0,2.0,2,144,45,1,1
12000,6,3,2,1388.0,4,1388,2,0,3,6,1,2.0,2,0,58,1,38
13015,5,3,2,1100.0,5,1100,1,1,3,5,0,2.0,2,0,0,1,10
12438,6,4,2,781.0,5,1499,2,1,4,6,1,2.0,2,413,91,1,11
8685,7,3,2,1425.0,5,1425,2,0,3,5,0,2.0,2,0,130,1,8
9272,7,4,2,842.0,5,1749,2,1,4,7,0,2.0,2,140,85,1,7
13426,7,4,2,951.0,5,1779,2,1,4,7,1,2.0,2,208,107,1,6
8340,6,3,2,675.0,3,1388,1,1,3,6,0,1.0,2,406,36,1,29
10385,6,3,1,995.0,3,1282,2,0,3,6,0,3.0,2,386,0,1,28
7200,5,3,1,864.0,5,864,1,0,3,5,0,1.0,2,0,0,1,34
9930,7,4,2,826.0,5,1762,2,1,4,6,0,2.0,2,320,54,1,4
9468,6,3,2,840.0,5,1755,2,1,3,7,1,2.0,2,176,73,1,7
11088,8,4,2,1348.0,5,1358,1,1,4,5,1,2.0,2,68,166,1,4
8726,7,4,2,872.0,5,1909,2,1,4,8,0,2.0,2,0,108,1,4
10566,8,4,2,1090.0,5,2214,2,1,4,8,1,3.0,2,197,80,1,7
21533,7,4,2,1065.0,5,2049,2,1,4,9,1,2.0,2,120,48,1,9
11250,7,3,2,1054.0,5,1939,2,1,4,8,1,3.0,2,128,84,1,8
11250,7,4,2,930.0,5,1995,2,1,4,8,1,2.0,2,275,170,1,10
4435,6,4,2,848.0,5,848,1,0,4,4,0,2.0,2,140,0,0,3
8810,7,4,2,1390.0,5,1390,2,0,4,7,0,2.0,2,0,68,1,3
8581,7,4,2,851.0,5,1737,2,1,4,7,0,2.0,2,0,105,1,0
8400,7,4,2,784.0,5,1611,2,1,4,6,0,2.0,2,144,36,1,1
8772,7,4,2,1336.0,5,1336,2,0,4,6,0,2.0,2,136,43,1,0
8777,4,3,2,676.0,4,1436,2,0,3,6,0,2.0,2,147,0,1,6
7840,6,3,2,976.0,3,1012,2,0,3,4,0,0.0,5,0,0,1,31
16133,5,3,2,1176.0,3,1176,1,0,3,5,0,1.0,2,0,92,1,37
7162,7,4,2,796.0,5,1724,2,1,4,8,1,2.0,2,168,57,1,2
8050,6,3,2,914.0,5,914,1,0,4,4,0,0.0,5,32,0,1,4
11060,7,4,3,1150.0,5,2314,2,1,4,9,1,2.0,2,0,274,1,1
3675,6,3,2,547.0,4,1072,1,0,3,5,0,2.0,2,0,44,0,0
2522,7,4,2,970.0,5,1709,2,0,4,7,0,2.0,2,0,40,0,2
6956,4,3,0,624.0,5,936,1,0,3,5,0,1.0,0,0,0,1,56
7822,6,3,0,832.0,3,1338,2,0,3,7,0,2.0,2,0,0,1,56
8707,4,3,1,1093.0,3,1669,1,1,3,9,0,1.0,2,0,0,1,56
16012,4,3,1,954.0,5,1482,2,0,3,6,1,2.0,2,0,30,1,38
8248,4,3,1,864.0,3,1414,1,0,3,8,1,0.0,5,0,0,1,56
8088,2,3,1,498.0,3,498,1,0,3,3,0,1.0,1,0,0,1,51
11388,4,3,1,616.0,3,1273,1,0,4,5,0,1.0,1,212,0,1,13
10890,5,3,0,1058.0,3,1551,2,0,2,6,0,1.0,2,0,0,1,56
6430,6,3,1,780.0,3,1340,1,0,3,6,0,1.0,2,0,0,0,56
7000,7,3,1,624.0,5,1479,1,0,4,6,2,1.0,2,530,0,1,9
4899,6,3,1,755.0,5,1510,1,0,3,6,0,1.0,2,0,0,1,56
9399,7,3,1,818.0,3,1636,1,1,4,7,1,1.0,2,0,0,1,56
10164,5,3,1,992.0,2,1465,2,0,3,6,2,1.0,2,0,126,1,56
6191,5,3,0,824.0,3,1288,1,0,3,6,0,1.0,2,0,0,1,56
21780,6,3,1,817.0,4,1550,1,1,3,7,1,1.0,2,0,0,1,56
12400,5,3,2,901.0,3,1717,1,1,3,7,1,1.0,2,0,0,1,56
8170,7,4,1,1022.0,5,1671,2,0,3,7,1,2.0,2,0,0,1,56
12320,7,3,1,637.0,5,1609,1,1,4,8,2,3.0,2,0,0,1,16
14210,6,3,1,697.0,5,1801,1,1,3,8,1,2.0,2,0,90,1,47
15600,5,3,2,1168.0,4,2315,2,0,3,9,3,1.0,2,0,0,1,43
7288,5,3,1,976.0,3,976,1,0,3,5,0,1.0,2,160,0,0,56
7000,6,3,1,861.0,5,1285,1,0,3,6,0,2.0,2,96,0,0,56
8534,4,3,0,432.0,3,672,1,0,3,4,0,0.0,5,0,0,0,56
7030,4,3,1,641.0,4,641,1,0,2,4,0,1.0,2,184,0,0,56
9060,6,3,1,967.0,4,1638,2,0,4,6,0,1.0,2,0,21,0,49
12366,3,3,4,0.0,3,729,1,0,3,5,0,0.0,5,0,0,0,56
9000,5,2,1,660.0,3,1396,2,0,3,8,0,0.0,5,0,0,0,55
8520,3,3,0,216.0,2,936,1,0,3,6,0,0.0,5,0,0,0,56
5748,8,4,3,1573.0,5,1778,2,0,5,5,1,2.0,2,123,53,0,0
3842,8,4,3,1594.0,5,1646,2,0,4,5,1,2.0,2,128,53,0,1
23580,6,3,2,1625.0,3,1625,2,0,2,6,1,2.0,2,136,28,1,27
8385,6,3,1,1664.0,3,1664,2,0,3,10,0,2.0,2,0,0,1,28
9116,8,4,3,1491.0,5,1491,2,0,4,7,0,2.0,2,120,100,1,5
11080,6,3,1,1128.0,3,1210,2,0,3,6,0,2.0,2,0,0,1,31
50102,6,3,2,1632.0,3,1650,1,0,3,6,2,2.0,2,0,0,1,48
8098,6,4,2,1381.0,5,1403,2,0,4,5,0,2.0,2,0,173,1,6
13618,8,4,3,1728.0,5,1960,2,0,4,8,2,3.0,2,172,38,1,0
11577,9,5,2,1838.0,5,1838,2,0,5,9,1,3.0,2,161,225,1,0
31250,1,3,4,0.0,3,1600,1,1,3,6,0,1.0,2,0,0,1,55
7020,7,3,2,1288.0,4,1368,2,0,3,8,0,4.0,2,0,48,0,9
2665,5,3,2,264.0,3,1304,1,1,3,5,1,1.0,2,141,0,0,29
10172,5,3,1,864.0,5,874,1,0,3,5,0,1.0,2,0,120,1,3
11836,5,3,1,1652.0,3,1652,2,0,3,8,0,3.0,2,0,0,1,36
1470,4,3,2,630.0,3,630,1,0,3,3,0,0.0,5,0,0,0,36
1484,4,3,1,546.0,3,1092,1,1,3,5,0,1.0,1,0,0,0,34
13384,5,3,1,1104.0,2,1360,1,0,3,8,1,1.0,2,160,0,1,27
1533,4,3,1,546.0,3,1092,1,1,3,5,0,1.0,2,0,0,0,36
1526,4,3,1,546.0,3,1092,1,1,3,5,0,0.0,5,0,34,0,36
1936,4,3,1,546.0,4,1092,1,1,3,5,0,0.0,5,0,0,0,36
1894,4,3,1,546.0,3,1092,1,1,3,6,0,1.0,2,0,24,0,36
20000,5,3,1,1224.0,5,1224,1,0,3,7,1,2.0,2,474,0,1,10
10441,5,3,2,912.0,3,970,1,0,3,6,0,0.0,5,80,32,1,14
9627,7,3,2,996.0,5,2000,2,1,3,9,1,3.0,2,190,48,1,12
